web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,marque,prix,adresse,image_lien-src
"1716721423-25","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Scooter majesty","https://www.dakarvente.com/annonce-1608-scooter-majesty.html","Scooter majesty","500.000  FCFA","Plateau","media/annonces/pics/b9ca13aaf98409d8ca63422c9031aecf.jpg"
"1716721431-26","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Motocyclettes et tricycles","https://www.dakarvente.com/annonce-1667-motocyclettes-et-tricycles.html","Motocyclettes et tricycles","350.000  FCFA","Plateau","media/annonces/pics/5b5212ae986193b7588676e144165006.jpg"
"1716721435-27","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Moto  Xc 300","https://www.dakarvente.com/annonce-1605-moto-xc-300.html","Moto  Xc 300","700.000  FCFA","Plateau","media/annonces/pics/37cb84ea3e4c6ea71cc403457f5fe559.jpg"
"1716721439-28","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Moto enduro bmw","https://www.dakarvente.com/annonce-1756-moto-enduro-bmw.html","Moto enduro bmw","2.000.000  FCFA","Plateau","media/annonces/pics/f047d366eccecc75264707856bf1c41f.jpg"
"1716721442-29","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Tmax DX","https://www.dakarvente.com/annonce-1774-tmax-dx.html","Tmax DX","","Plateau","media/annonces/pics/c9ee916dd3025600494abfc58292889d.jpg"
"1716721445-30","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Moto","https://www.dakarvente.com/annonce-1782-moto.html","Moto","550.000  FCFA","Plateau","media/annonces/pics/e0ec05eadee07a25f07e51acacfaa496.jpg"
"1716721450-31","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Moto djakarta","https://www.dakarvente.com/annonce-1780-moto-djakarta.html","Moto djakarta","250.000  FCFA","Plateau","media/annonces/pics/8f4bfb0e6da657d81393b7db56f790be.jpg"
"1716721453-32","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Yamaha MT 07","https://www.dakarvente.com/annonce-1781-yamaha-mt-07.html","Yamaha MT 07","3.800.000  FCFA","Plateau","media/annonces/pics/1592e23f45fd8bac0d5329265a49f43b.jpg"
"1716721457-33","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Moto zip piaggio","https://www.dakarvente.com/annonce-1778-moto-zip-piaggio.html","Moto zip piaggio","200.000  FCFA","Plateau","media/annonces/pics/4189bc89fdb8b7c50a516e350a44ab7b.jpg"
"1716721461-34","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Moto apache","https://www.dakarvente.com/annonce-1779-moto-apache.html","Moto apache","400.000  FCFA","Plateau",""
"1716721465-35","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","BMW gs 1200","https://www.dakarvente.com/annonce-1821-bmw-gs-1200.html","BMW gs 1200","3.500.000  FCFA","Plateau","media/annonces/pics/12e95530b56af38518e64ee07d771534.jpg"
"1716721469-36","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Moto bmw gs 1200","https://www.dakarvente.com/annonce-1757-moto-bmw-gs-1200.html","Moto bmw gs 1200","4.250.000  FCFA","Plateau","media/annonces/pics/9a972f46c814e79972f834879a768275.jpg"
"1716721475-37","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Tmax 530","https://www.dakarvente.com/annonce-1841-tmax-530.html","Tmax 530","1.400.000  FCFA","Plateau","media/annonces/pics/885768015c7fa833af629015df2ae187.jpg"
"1716721478-38","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Liberty injection","https://www.dakarvente.com/annonce-1865-liberty-injection.html","Liberty injection","325.000  FCFA","Plateau","media/annonces/pics/80c4464529e043f8003e1ceeb35c051b.jpg"
"1716721482-39","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Moto scooter","https://www.dakarvente.com/annonce-1881-moto-scooter.html","Moto scooter","500.000  FCFA","Plateau","media/annonces/pics/3c669aef26a7bb4b2dc043e147ec82f0.jpg"
"1716721486-40","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Scooter sh","https://www.dakarvente.com/annonce-1932-scooter-sh.html","Scooter sh","500.000  FCFA","Plateau","media/annonces/pics/a6c80b50dc4f316e108b369d4184af01.jpg"
"1716721490-41","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Kawasaki z750","https://www.dakarvente.com/annonce-1975-kawasaki-z750.html","Kawasaki z750","1.650.000  FCFA","Plateau","media/annonces/pics/25840daef2521cb415e39667e1f0af39.jpg"
"1716721494-42","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Honda nc750x","https://www.dakarvente.com/annonce-1995-honda-nc750x.html","Honda nc750x","2.700.000  FCFA","Plateau","media/annonces/pics/63b066899aa073a68914bba6510bd25d.jpg"
"1716721499-43","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Moto SH","https://www.dakarvente.com/annonce-2017-moto-sh.html","Moto SH","1.100.000  FCFA","Plateau","media/annonces/pics/f44b671943880a06c33be135510dce70.jpg"
"1716721503-44","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=11","Tmax 500","https://www.dakarvente.com/annonce-2041-tmax-500.html","Tmax 500","850.000  FCFA","Plateau","media/annonces/pics/d5bb0b40393c5d360e6490fe5706f515.jpg"
"1716721511-45","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Ktm duke 125","https://www.dakarvente.com/annonce-2145-ktm-duke-125.html","Ktm duke 125","1.580.000  FCFA","Fann","media/annonces/pics/329e217f128e284cb3a3870cefd3585b.jpg"
"1716721515-46","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Honda integra","https://www.dakarvente.com/annonce-2040-honda-integra.html","Honda integra","1.500.000  FCFA","Plateau","media/annonces/pics/538e2044e5856b1db99b8c39ef5b8467.jpg"
"1716721519-47","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Yamaha xcity 250","https://www.dakarvente.com/annonce-2176-yamaha-xcity-250.html","Yamaha xcity 250","500.000  FCFA","Plateau","media/annonces/pics/ab9b3f44b971dc254016655eebc73b9a.jpg"
"1716721523-48","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Honda sh 300i","https://www.dakarvente.com/annonce-2170-honda-sh-300i.html","Honda sh 300i","800.000  FCFA","Plateau","media/annonces/pics/ea366d76313a32d692522b00655b878c.jpg"
"1716721527-49","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Scooter suzuki","https://www.dakarvente.com/annonce-2192-scooter-suzuki.html","Scooter suzuki","300.000  FCFA","Plateau","media/annonces/pics/f2334c59b04bcf5e91bc06ce386de6b2.jpg"
"1716721531-50","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Suzuki burgman 200 injection","https://www.dakarvente.com/annonce-2190-suzuki-burgman-200-injection.html","Suzuki burgman 200 injection","550.000  FCFA","Golf","media/annonces/pics/e52140ef7f045d93a161351415fb28aa.jpg"
"1716721535-51","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Kawasaki z800","https://www.dakarvente.com/annonce-2206-kawasaki-z800.html","Kawasaki z800","2.000.000  FCFA","Parcelles assainies","media/annonces/pics/a3e0021923a3d1d57ec389f1292146f0.jpg"
"1716721540-52","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Moto tvs","https://www.dakarvente.com/annonce-2272-moto-tvs.html","Moto tvs","900.000  FCFA","Fass","media/annonces/pics/4ccc3b7e264fa17a267e04905c03b0d8.jpg"
"1716721544-53","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Malaguty madison 150","https://www.dakarvente.com/annonce-2318-malaguty-madison-150.html","Malaguty madison 150","450.000  FCFA","Parcelles assainies","media/annonces/pics/1283dbe95e48edc5d62e6c67245e3ae3.png"
"1716721547-54","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Yamaha Tmax DX","https://www.dakarvente.com/annonce-2373-yamaha-tmax-dx.html","Yamaha Tmax DX","3.500.000  FCFA","Point E","media/annonces/pics/f76dee3759a5d9cc0ca373c346dc7091.jpg"
"1716721552-55","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Scooter beverly","https://www.dakarvente.com/annonce-2327-scooter-beverly.html","Scooter beverly","580.000  FCFA","Plateau","media/annonces/pics/7de9e87668579135066bf91fd31d43b0.jpg"
"1716721555-56","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Kymco agility 125","https://www.dakarvente.com/annonce-2437-kymco-agility-125.html","Kymco agility 125","200.000  FCFA","Parcelles assainies","media/annonces/pics/6ec12b987f5a1598ecfbeacab9aecba2.png"
"1716721559-57","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Yamaha majesty 150","https://www.dakarvente.com/annonce-2438-yamaha-majesty-150.html","Yamaha majesty 150","290.000  FCFA","Dakar","media/annonces/pics/0d84bd7d2478aee270e5a02506351077.png"
"1716721565-58","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Bmw gs1200","https://www.dakarvente.com/annonce-2479-bmw-gs1200.html","Bmw gs1200","3.100.000  FCFA","Hann Maristes","media/annonces/pics/fda291222122abcdd51b957d4bf16bb4.jpg"
"1716721571-59","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Yamaha fz1","https://www.dakarvente.com/annonce-2456-yamaha-fz1.html","Yamaha fz1","1.800.000  FCFA","Nord Foire","media/annonces/pics/26d0d27d95308990411012bba3f8d1ab.jpg"
"1716721576-60","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Yamaha tmax 530","https://www.dakarvente.com/annonce-2515-yamaha-tmax-530.html","Yamaha tmax 530","1.900.000  FCFA","Dakar","media/annonces/pics/c8b25c713f7bae3e46003297cf26302f.jpg"
"1716721581-61","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Majesty Skyliner 125","https://www.dakarvente.com/annonce-2525-majesty-skyliner-125.html","Majesty Skyliner 125","300.000  FCFA","Parcelles assainies","media/annonces/pics/545adf3f35d33d46bbee4d9df9cf717d.jpeg"
"1716721586-62","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Majesty 250","https://www.dakarvente.com/annonce-2557-majesty-250.html","Majesty 250","","Dakar","media/annonces/pics/2bcb6acd967dd80a5ac28197c0a1b9ed.jpg"
"1716721590-63","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Yamaha yz85 / yz450","https://www.dakarvente.com/annonce-2583-yamaha-yz85-yz450.html","Yamaha yz85 / yz450","2.400.000  FCFA","Hann Maristes","media/annonces/pics/4297f0b2c16b681318e2c764e58573c6.jpg"
"1716721596-64","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","ktm sx 85","https://www.dakarvente.com/annonce-2582-ktm-sx-85.html","ktm sx 85","","Plateau","media/annonces/pics/9f7a7dbf7daa1022154006f1475857ea.jpg"
"1716721602-65","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Yamaha yz 125","https://www.dakarvente.com/annonce-2648-yamaha-yz-125.html","Yamaha yz 125","800.000  FCFA","Almadies","media/annonces/pics/7fb3c94dc10dcbc0f4303df31c2b69cd.jpg"
"1716721608-66","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Sh","https://www.dakarvente.com/annonce-2751-sh.html","Sh","390.000  FCFA","Parcelles assainies","media/annonces/pics/5814d7f88b032b373437d14510a5ea6d.jpg"
"1716721612-67","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Moto bmw gs1200","https://www.dakarvente.com/annonce-2733-moto-bmw-gs1200.html","Moto bmw gs1200","3.500.000  FCFA","Médina","media/annonces/pics/95e2ea514841f6833ccecc33ba1d0386.jpg"
"1716721618-68","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Mbk booster","https://www.dakarvente.com/annonce-2775-mbk-booster.html","Mbk booster","195.000  FCFA","Dakar","media/annonces/pics/aa15d3d988c8197b7ab9f081aee090ff.jpg"
"1716721624-69","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Moto goccla venant d’Italie moteur 50 très puissant et tt les papiers en règle","https://www.dakarvente.com/annonce-2874-moto-goccla-venant-ditalie-moteur-50-trs-puissant-et-tt-les-papiers-en-rgle.html","Moto goccla venant d’Italie moteur 50 très puissant et tt les papiers en règle","180  FCFA","Fass","media/annonces/pics/a7110c1a2ef0af7fbf014d3df69e21d1.jpeg"
"1716721632-70","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Moto bmw gs 1200","https://www.dakarvente.com/annonce-2833-moto-bmw-gs-1200.html","Moto bmw gs 1200","3.200.000  FCFA","Sacré Coeur","media/annonces/pics/3830d2e22231ccf14f70b4b8194ad9ca.jpg"
"1716721635-71","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Yamaha tmax 530","https://www.dakarvente.com/annonce-2941-yamaha-tmax-530.html","Yamaha tmax 530","1.850.000  FCFA","Mbao","media/annonces/pics/ac8bfdcd60c165afbfddf0a1b91f4269.jpeg"
"1716721641-72","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Tmax 500","https://www.dakarvente.com/annonce-2982-tmax-500.html","Tmax 500","1.200.000  FCFA","Dakar","media/annonces/pics/e2884a4c0511fbd1a6f8b3f4f91846b7.jpg"
"1716721645-73","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Yamaha yz 125","https://www.dakarvente.com/annonce-3038-yamaha-yz-125.html","Yamaha yz 125","800.000  FCFA","Almadies","media/annonces/pics/e7f5748532725c23b97790132c3df555.jpg"
"1716721650-74","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Tmax 530","https://www.dakarvente.com/annonce-3032-tmax-530.html","Tmax 530","2.800.000  FCFA","Dakar","media/annonces/pics/37104617c005b47ebe834c653f7b463a.jpg"
"1716721653-75","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Kawasaki kx85","https://www.dakarvente.com/annonce-3081-kawasaki-kx85.html","Kawasaki kx85","800.000  FCFA","Plateau","media/annonces/pics/0a11a74b5f7ae0000b07be7ad6863474.jpg"
"1716721659-76","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Vente de moto/ jetski à Dakar venant des USA","https://www.dakarvente.com/annonce-3296-vente-de-moto-jetski-dakar-venant-des-usa.html","Vente de moto/ jetski à Dakar venant des USA","1  FCFA","Almadies","media/annonces/pics/fe3c4f256f19c7696974a348f5c70e90.jpg"
"1716721664-77","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Quad polaris 500","https://www.dakarvente.com/annonce-3312-quad-polaris-500.html","Quad polaris 500","3.560.000  FCFA","Saly","media/annonces/pics/29223fe3220eca908eb28d97ae17b9da.jpg"
"1716721675-78","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Piaggio NRG DD kit 70","https://www.dakarvente.com/annonce-3601-piaggio-nrg-dd-kit-70.html","Piaggio NRG DD kit 70","350.000  FCFA","Point E","media/annonces/pics/9ea70cdf0a022570ae475cadffa17cb6.jpg"
"1716721680-79","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Ducati hypermotard evo sp 2011","https://www.dakarvente.com/annonce-3718-ducati-hypermotard-evo-sp-2011.html","Ducati hypermotard evo sp 2011","1.350.000  FCFA","Dakar","media/annonces/pics/8f33f59f2665f7e647f8568941b53684.jpg"
"1716721686-80","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Vend Moto Kawasaki eliminator 125","https://www.dakarvente.com/annonce-3858-vend-moto-kawasaki-eliminator-125.html","Vend Moto Kawasaki eliminator 125","700.000  FCFA","Mamelles","media/annonces/pics/273c9078331c14343ffe4d16927f7904.jpg"
"1716721691-81","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Vend Moto BMW GS800","https://www.dakarvente.com/annonce-3859-vend-moto-bmw-gs800.html","Vend Moto BMW GS800","2.200.000  FCFA","Mamelles","media/annonces/pics/6b1b47b095f5231e65c47cdb3b06189f.jpg"
"1716721696-82","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Beverly 300","https://www.dakarvente.com/annonce-3900-bn-voiture.html","Beverly 300","630.000  FCFA","Dakar","media/annonces/pics/475d96608b0239c61d31bc670235a46c.jpg"
"1716721701-83","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Moto Xmax","https://www.dakarvente.com/annonce-3901-bn-voiture.html","Moto Xmax","910.000  FCFA","Dakar","media/annonces/pics/c366ca0dee3b1092d9b8618db58f2a93.png"
"1716721706-84","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Toyota RAV4","https://www.dakarvente.com/annonce-3919-bn-voiture.html","Toyota RAV4","","Dakar","media/annonces/pics/660c106b0455c55839c03be329c60fa5.jpg"
"1716721716-85","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Sym wolf 250","https://www.dakarvente.com/annonce-3940-sym-wolf-250.html","Sym wolf 250","1.000.000  FCFA","Dakar","media/annonces/pics/288a845f98b4c1e66472eb1233937828.png"
"1716721723-86","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Moto cross","https://www.dakarvente.com/annonce-3941-moto-cross.html","Moto cross","350.000  FCFA","Scat Urbam","media/annonces/pics/10d892d9a642fdf3d8fed7ac146e870f.png"
"1716721727-87","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Honda sh 150i","https://www.dakarvente.com/annonce-3953-honda-sh-150i.html","Honda sh 150i","550.000  FCFA","Pikine","media/annonces/pics/49d9d8ccc712ae3ab9cc796fad581836.png"
"1716721731-88","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Bmw gs 1200","https://www.dakarvente.com/annonce-4074-bmw-gs-1200.html","Bmw gs 1200","3.500.000  FCFA","Dakar","media/annonces/pics/9544a9724f92edaca38d8d66ca59a687.png"
"1716721738-89","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Piaggio liberty 80","https://www.dakarvente.com/annonce-4078-piaggio-liberty-80.html","Piaggio liberty 80","150.000  FCFA","Dakar","media/annonces/pics/12595807127ed2c7cb3fb3d7cabbb192.png"
"1716721741-90","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Burgman 125","https://www.dakarvente.com/annonce-4079-burgman-125.html","Burgman 125","500.000  FCFA","Dakar","media/annonces/pics/671108e8a0307569dd5a3261ca4f87de.png"
"1716721747-91","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Kawasaki Z1800","https://www.dakarvente.com/annonce-4210-bn-voiture.html","Kawasaki Z1800","3.000.000  FCFA","Dakar","media/annonces/pics/5ae87a6166da57cd974ba387f2159d3b.jpg"
"1716721752-92","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Yamaha N MAX","https://www.dakarvente.com/annonce-4251-yamaha-n-max.html","Yamaha N MAX","1.200.000  FCFA","HLM","media/annonces/pics/bd23e0baf61ca9740867a7fbbaa6425a.jpeg"
"1716721757-93","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","PIAGGIO LIBERTY 4 temps","https://www.dakarvente.com/annonce-4278-piaggio-liberty-4temps.html","PIAGGIO LIBERTY 4 temps","270.000  FCFA","Ouakam","media/annonces/pics/dd5b74ed55e9f35232a7e9fecf6ddcc5.jpg"
"1716721764-94","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","2016 bmw s 1000rr","https://www.dakarvente.com/annonce-4291-2016-bmw-s-1000rr.html","2016 bmw s 1000rr","3.000.000  FCFA","Dakar","media/annonces/pics/76afc7d459e512d1531f0a7cf7aa1bd4.jpg"
"1716721769-95","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Pneu moto scooter","https://www.dakarvente.com/annonce-4316-pneu-moto-scooter.html","Pneu  moto scooter","15.000  FCFA","Maristes","media/annonces/pics/c2246dc4daf994ea350efe3e77c36f27.jpg"
