web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,marque,prix,adresse,image_lien-src
"1716803062-25","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Iphone 7 plus","https://www.dakarvente.com/annonce-309-iphone-7-plus.html","Iphone 7 plus","320.000  FCFA","Plateau","media/annonces/pics/85e145bdb8bf070f84a0a14e60d66a08.jpg"
"1716803065-26","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Invens royal r7","https://www.dakarvente.com/annonce-312-invens-royal-r7.html","Invens royal r7","29.900  FCFA","Plateau","media/annonces/pics/a59dce6a166671a24f67b00c9eff929e.jpg"
"1716803068-27","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Motorola e4 plus","https://www.dakarvente.com/annonce-314-motorola-e4-plus.html","Motorola e4 plus","89.900  FCFA","Plateau","media/annonces/pics/5ca6807ed1d73751ddc7f139c9880a48.jpg"
"1716803070-28","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Samsung galaxy s7 32gb","https://www.dakarvente.com/annonce-318-samsung-galaxy-s7-32gb.html","Samsung galaxy s7 32gb","170.000  FCFA","Plateau","media/annonces/pics/7c7922bf179115f5f9db5f8b474fbe9d.png"
"1716803073-29","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Samsung galaxy j7 pro 2017","https://www.dakarvente.com/annonce-316-samsung-galaxy-j7-pro-2017.html","Samsung galaxy j7 pro 2017","149.900  FCFA","Plateau","media/annonces/pics/da0d17cf899db710d8c1d750e8dbef25.jpg"
"1716803076-30","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Samsung Galaxy note 8","https://www.dakarvente.com/annonce-313-samsung-galaxy-note-8.html","Samsung Galaxy note 8","340.000  FCFA","Plateau","media/annonces/pics/a5bc854721d2c6216ce4f459e6110cf2.jpg"
"1716803079-31","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Tecno spark k7","https://www.dakarvente.com/annonce-317-tecno-spark-k7.html","Tecno spark k7","57.000  FCFA","Plateau","media/annonces/pics/bf7d0b71d76a3c28f7122a3eb4135489.png"
"1716803082-32","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Iphone 6 simple","https://www.dakarvente.com/annonce-379-iphone-6-simple.html","Iphone 6 simple","120.000  FCFA","Plateau","media/annonces/pics/fd1a65d9dce2c23e36e775dfdce270c3.jpg"
"1716803085-33","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Lg v10","https://www.dakarvente.com/annonce-311-lg-v10.html","Lg v10","110.000  FCFA","Plateau","media/annonces/pics/1f0fe234425867db3b49a15ff1d8dced.jpg"
"1716803088-34","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Invens d4","https://www.dakarvente.com/annonce-377-invens-d4.html","Invens d4","34.900  FCFA","Plateau","media/annonces/pics/edd311adc211fdce51e1c077593cbb0c.jpeg"
"1716803091-35","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Samsung grand prime+","https://www.dakarvente.com/annonce-378-samsung-grand-prime.html","Samsung grand prime+","57.900  FCFA","Plateau","media/annonces/pics/dba15b4eeb7eb1bbe0b2ff8c040ea591.jpg"
"1716803094-36","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Iphone 7","https://www.dakarvente.com/annonce-310-iphone-7.html","Iphone 7","230.000  FCFA","Plateau","media/annonces/pics/fd52827e805be3dadbc9ddad94254903.jpg"
"1716803097-37","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Iphone 6s 16go","https://www.dakarvente.com/annonce-411-iphone-6s-16go.html","Iphone 6s 16go","125.000  FCFA","Plateau","media/annonces/pics/e237b902da194da011f7c226aa7153b2.jpg"
"1716803100-38","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Tecno spark k7","https://www.dakarvente.com/annonce-416-tecno-spark-k7.html","Tecno spark k7","58.000  FCFA","Plateau","media/annonces/pics/ce6d4e6cdb3fac618d9977a2bb979189.png"
"1716803102-39","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Nokia 3","https://www.dakarvente.com/annonce-409-nokia-3.html","Nokia 3","79.900  FCFA","Plateau","media/annonces/pics/5bad42836e57971f3c013abd779c986f.jpg"
"1716803106-40","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Samsung galaxy s6 edge","https://www.dakarvente.com/annonce-413-samsung-galaxy-s6-edge.html","Samsung galaxy s6 edge","160.000  FCFA","Plateau","media/annonces/pics/43d1b41d97beaf2b8d143decf0705452.jpeg"
"1716803109-41","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Iphone 6 plus","https://www.dakarvente.com/annonce-418-iphone-6-plus.html","Iphone 6 plus","170.000  FCFA","Plateau","media/annonces/pics/0bd7599ed8dc2659e520d980a0721e47.png"
"1716803111-42","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Samsung galaxy j4","https://www.dakarvente.com/annonce-414-samsung-galaxy-j4.html","Samsung galaxy j4","104.900  FCFA","Plateau","media/annonces/pics/d4f28be1ab704d2f48a636a6be5ef446.jpeg"
"1716803114-43","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Infinix hot 3s","https://www.dakarvente.com/annonce-417-infinix-hot-3s.html","Infinix hot 3s","99.900  FCFA","Plateau","media/annonces/pics/5e33683484b9e9f2026cf46e8dacf2a4.jpg"
"1716803117-44","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Samsung galaxy prime pro","https://www.dakarvente.com/annonce-440-samsung-galaxy-prime-pro.html","Samsung galaxy prime pro","70.000  FCFA","Plateau","media/annonces/pics/3f9d08be31af86b8f38c4a82f3cf4847.jpg"
"1716803120-45","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Samsung galaxy s6 32gb","https://www.dakarvente.com/annonce-446-samsung-galaxy-s6-32gb.html","Samsung galaxy s6 32gb","120.000  FCFA","Plateau","media/annonces/pics/31c5a61ff1439fb1fbaf69239cbb42f3.jpg"
"1716803124-46","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Samsung galaxy s7 edge","https://www.dakarvente.com/annonce-420-samsung-galaxy-s7-edge.html","Samsung galaxy s7 edge","200.000  FCFA","Plateau","media/annonces/pics/598f02216913e1119dc6e1eb9cd27850.jpg"
"1716803128-47","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Samsung galaxy s6 edge plus","https://www.dakarvente.com/annonce-438-samsung-galaxy-s6-edge-plus.html","Samsung galaxy s6 edge plus","175.000  FCFA","Plateau","media/annonces/pics/6f0659a4d3cab077a99cdab905d6ecf0.png"
"1716803131-48","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Samsung galaxy j2","https://www.dakarvente.com/annonce-441-samsung-galaxy-j2.html","Samsung galaxy j2","59.900  FCFA","Plateau","media/annonces/pics/f092091d3ddeed9fe74c44eb02389d3b.jpg"
"1716803134-49","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Samsung galaxy s6 edge","https://www.dakarvente.com/annonce-448-samsung-galaxy-s6-edge.html","Samsung galaxy s6 edge","150.000  FCFA","Plateau","media/annonces/pics/f702be046d5de30bae428aae278d02cf.jpg"
"1716803137-50","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Tecno pouvoir 2 4g lte","https://www.dakarvente.com/annonce-466-tecno-pouvoir-2-4g-lte.html","Tecno pouvoir 2 4g lte","79.900  FCFA","Plateau","media/annonces/pics/754a0df3fd8ca95ba7e31695cbbd977b.jpg"
"1716803140-51","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Tecno f2","https://www.dakarvente.com/annonce-468-tecno-f2.html","Tecno f2","39.900  FCFA","Plateau","media/annonces/pics/2352829a0aa968b90d61930e7ca1c80d.jpg"
"1716803143-52","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Tecno f2","https://www.dakarvente.com/annonce-470-tecno-f2.html","Tecno f2","39.900  FCFA","Plateau","media/annonces/pics/8c1c43193389f15051ce7f8294f0f894.png"
"1716803145-53","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Iphone 5s","https://www.dakarvente.com/annonce-473-iphone-5s.html","Iphone 5s","80.000  FCFA","Plateau","media/annonces/pics/9ac210570d28d717ec3945ea85ed0e55.jpg"
"1716803148-54","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Tecno spark k7","https://www.dakarvente.com/annonce-471-tecno-spark-k7.html","Tecno spark k7","57.900  FCFA","Plateau","media/annonces/pics/6d15d1477e739313a8c609184197b88e.png"
"1716803151-55","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Hp 15 pro","https://www.dakarvente.com/annonce-501-hp-15-pro.html","Hp 15 pro","135.000  FCFA","Plateau","media/annonces/pics/331ad5799ca5883f6b8b04f58bde3e1b.jpeg"
"1716803154-56","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Huawei y7 prime","https://www.dakarvente.com/annonce-410-huawei-y7-prime.html","Huawei y7 prime","109.900  FCFA","Plateau","media/annonces/pics/17c52006a6f3e5713253ca558217864c.jpg"
"1716803157-57","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Huawei mate 10 lite","https://www.dakarvente.com/annonce-412-huawei-mate-10-lite.html","Huawei mate 10 lite","149.900  FCFA","Plateau","media/annonces/pics/badfca7b64f8531287fb9868e90e9596.jpg"
"1716803161-58","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=45","Nokia 5","https://www.dakarvente.com/annonce-376-nokia-5.html","Nokia 5","94.900  FCFA","Plateau","media/annonces/pics/bfcc7bf74cfe864e3cceba5d6e9e3d07.jpg"
"1716803168-59","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Samsung galaxy grand prime pro","https://www.dakarvente.com/annonce-512-samsung-galaxy-grand-prime-pro.html","Samsung galaxy grand prime pro","75.000  FCFA","Plateau","media/annonces/pics/bb5313ea709d78e830b88d858db31815.jpg"
"1716803172-60","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Grand studio à ngor almadies","https://www.dakarvente.com/annonce-519-grand-studio-ngor-almadies.html","Grand studio à ngor almadies","200.000  FCFA","Plateau","media/annonces/pics/f9ba907cb13881f52221e2469b920fd1.jpg"
"1716803175-61","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Ipad air 2","https://www.dakarvente.com/annonce-444-ipad-air-2.html","Ipad air 2","160.000  FCFA","Plateau","media/annonces/pics/a1773bb0465f7c312af68c98bcc86dab.jpg"
"1716803178-62","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Iphone 6 à vendre","https://www.dakarvente.com/annonce-439-iphone-6-vendre.html","Iphone 6 à vendre","159.000  FCFA","Plateau","media/annonces/pics/04d0604391cac2e6e96bce1cf7985f06.jpg"
"1716803182-63","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Samsung galaxy grand","https://www.dakarvente.com/annonce-514-samsung-galaxy-grand.html","Samsung galaxy grand","39.900  FCFA","Plateau","media/annonces/pics/1759b15c55320af847be12322322d5f2.png"
"1716803184-64","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Doogee x50","https://www.dakarvente.com/annonce-491-doogee-x50.html","Doogee x50","39.900  FCFA","Plateau","media/annonces/pics/6edce4e50a12bbb63ac58501931aa0a4.jpg"
"1716803189-65","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Samsung galaxy grand prime","https://www.dakarvente.com/annonce-464-samsung-galaxy-grand-prime.html","Samsung galaxy grand prime","58.000  FCFA","Plateau","media/annonces/pics/8d11e731316837c428d8c074e18ed248.jpeg"
"1716803192-66","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Barrette  mémoire ddr4","https://www.dakarvente.com/annonce-549-barrette-mmoire-ddr4.html","Barrette  mémoire ddr4","55.000  FCFA","Plateau","media/annonces/pics/2d618b8654f3952cb60a798253e0cc75.jpg"
"1716803195-67","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Iphone 8 plus","https://www.dakarvente.com/annonce-517-iphone-8-plus.html","Iphone 8 plus","500.000  FCFA","Plateau","media/annonces/pics/7e01cf742a85daab6ebe7715701a5774.png"
"1716803198-68","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Alcatel pixi 4 power","https://www.dakarvente.com/annonce-575-alcatel-pixi-4-power.html","Alcatel pixi 4 power","49.900  FCFA","Plateau","media/annonces/pics/8fefa7508884f840cdba16846dd5215c.jpg"
"1716803202-69","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","chargeur sans fil wireless pour samsung et iphone","https://www.dakarvente.com/annonce-547-chargeur-sans-fil-wireless-pour-samsung-et-iphone.html","chargeur sans fil wireless pour samsung et iphone","10.000  FCFA","Plateau","media/annonces/pics/9bc2228a2a08843aec3dfee6c298eea0.jpg"
"1716803205-70","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Samsung galaxy s5","https://www.dakarvente.com/annonce-381-samsung-galaxy-s5.html","Samsung galaxy s5","90.000  FCFA","Plateau","media/annonces/pics/1c9ee0aa906cfbec40723c13f538b8a2.jpg"
"1716803208-71","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Samsung galaxy grand prime plus 4g","https://www.dakarvente.com/annonce-380-samsung-galaxy-grand-prime-plus-4g.html","Samsung galaxy grand prime plus 4g","59.900  FCFA","Plateau","media/annonces/pics/17dcbeb2aa8da2563446397de0c08c41.jpg"
"1716803211-72","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Itel s32","https://www.dakarvente.com/annonce-375-itel-s32.html","Itel s32","54.900  FCFA","Plateau","media/annonces/pics/45ac291d4f2a9dfec42d48850a792082.jpg"
"1716803214-73","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","huawei p8 lite","https://www.dakarvente.com/annonce-590-huawei-p8-lite.html","huawei p8 lite","45.000  FCFA","Plateau","media/annonces/pics/795aaee7ecc2d27533d5c536451def45.jpg"
"1716803217-74","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Infinix zero 4","https://www.dakarvente.com/annonce-445-infinix-zero-4.html","Infinix zero 4","129.900  FCFA","Plateau","media/annonces/pics/20a03220ba8615a84e3f0c167ba8c67b.jpg"
"1716803219-75","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Microsoft lumia 640","https://www.dakarvente.com/annonce-569-microsoft-lumia-640.html","Microsoft lumia 640","69.900  FCFA","Plateau","media/annonces/pics/caa09c7fdad89d4e7e93415b0670e996.jpg"
"1716803223-76","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Samsung j7 néon","https://www.dakarvente.com/annonce-513-samsung-j7-non.html","Samsung j7 néon","99.900  FCFA","Plateau","media/annonces/pics/d891d593745e9966bfa9e11e29d8954b.jpg"
"1716803225-77","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Huawei p20 pro","https://www.dakarvente.com/annonce-475-huawei-p20-pro.html","Huawei p20 pro","490.000  FCFA","Plateau","media/annonces/pics/b200a8d35f8d9a87168690ae5b6f9f85.jpg"
"1716803228-78","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Huawei p20 pro","https://www.dakarvente.com/annonce-494-huawei-p20-pro.html","Huawei p20 pro","450.000  FCFA","Plateau","media/annonces/pics/cad1c94365c31c73f82f1985dd38b434.png"
"1716803232-79","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Iphone 6","https://www.dakarvente.com/annonce-609-iphone-6.html","Iphone 6","130.000  FCFA","Plateau","media/annonces/pics/757fac7a210a978b68b8ab8bc71b9860.jpg"
"1716803236-80","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Iphone 7 plus rouge","https://www.dakarvente.com/annonce-642-iphone-7-plus.html","Iphone 7 plus rouge","375.000  FCFA","Plateau","media/annonces/pics/465819f1091173390499a480a108d070.jpg"
"1716803238-81","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Montre connectee Smartwatch  à vendre","https://www.dakarvente.com/annonce-588-montre-connectee-smartwatch-vendre.html","Montre connectee Smartwatch  à vendre","20.000  FCFA","Plateau","media/annonces/pics/fe495befdc9db89e1e30fcfe3c466db8.jpg"
"1716803243-82","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Iphone 6s plus","https://www.dakarvente.com/annonce-515-iphone-6s-plus.html","Iphone 6s plus","245.000  FCFA","Plateau","media/annonces/pics/fb9e0d451ecc23c7ec027bfd08b686be.jpg"
"1716803245-83","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Huawei mate 9","https://www.dakarvente.com/annonce-518-huawei-mate-9.html","Huawei mate 9","145.000  FCFA","Plateau","media/annonces/pics/347bd12195082ee983da34115b386aca.jpeg"
"1716803248-84","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Iphone 8 plus 256 GB","https://www.dakarvente.com/annonce-679-iphone-8-plus-256-gb.html","Iphone 8 plus 256 GB","510.000  FCFA","Plateau","media/annonces/pics/0fca93f66305e4bab65a73af4c51d260.jpg"
"1716803251-85","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","samsung galaxy s4","https://www.dakarvente.com/annonce-658-samsung-galaxy-s4.html","samsung galaxy s4","45.000  FCFA","Plateau","media/annonces/pics/2c8ca385fd199d7f9a513536a9575c62.jpg"
"1716803254-86","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Invens e2","https://www.dakarvente.com/annonce-85-invens-e2.html","Invens e2","28.000  FCFA","Plateau","media/annonces/pics/a7f7e60ac5bafc9f29cdfe5c1e7f5752.jpg"
"1716803258-87","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Iphone 5s","https://www.dakarvente.com/annonce-706-iphone-5s.html","Iphone 5s","80.000  FCFA","Plateau","media/annonces/pics/9386e740bf701bede72836f1b67ee0c6.jpg"
"1716803261-88","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Iphone 6","https://www.dakarvente.com/annonce-720-iphone-6.html","Iphone 6","125.000  FCFA","Plateau","media/annonces/pics/2d9d988847175ddaba11bd0313edab9d.jpeg"
"1716803264-89","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Huawei mate 10 lite","https://www.dakarvente.com/annonce-573-huawei-mate-10-lite.html","Huawei mate 10 lite","154.900  FCFA","Plateau","media/annonces/pics/c9ca31fc514aac4b76379af727ba1e0b.jpg"
"1716803267-90","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Tecno n9","https://www.dakarvente.com/annonce-467-tecno-n9.html","Tecno n9","44.900  FCFA","Plateau","media/annonces/pics/17d14dbf6eedc3ebc90878cd3cb902a5.jpeg"
"1716803270-91","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Motorola e4 plus","https://www.dakarvente.com/annonce-465-motorola-e4-plus.html","Motorola e4 plus","89.900  FCFA","Plateau","media/annonces/pics/b56c4da35fa7683d33158390590e4986.jpg"
"1716803273-92","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Alcatel idole 3","https://www.dakarvente.com/annonce-442-alcatel-idole-3.html","Alcatel idole 3","54.900  FCFA","Plateau","media/annonces/pics/e2c8cb2321f320b40f4a20fac11eeca8.jpg"
"1716803275-93","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Infinix hot 6 pro","https://www.dakarvente.com/annonce-574-infinix-hot-6-pro.html","Infinix hot 6 pro","84.900  FCFA","Plateau","media/annonces/pics/9a0479bb83f6026fba1ce13eef00399c.jpg"
"1716803280-94","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=44","Xiaomi mi band 2","https://www.dakarvente.com/annonce-587-xiaomi-mi-band-2.html","Xiaomi mi band 2 mi band 2","25.000  FCFA","Plateau","media/annonces/pics/505dadcbeecf90ee614e1d388141fb04.jpg"
